scheme_name,state,category,department,eligibility,benefits,documents_required,application_process,official_website,min_income,max_income,min_age,max_age,gender,target_category
Seva Benefit Scheme 92,Rajasthan,Senior Citizen,Agriculture,Resident of Rajasthan; category Senior Citizen; annual income between 100000 and 200000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/92,100000,200000,60,0,Male,Senior Citizen
Seva Benefit Scheme 93,Karnataka,General,Rural Development,Resident of Karnataka; category General; annual income between 100000 and 400000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/93,100000,400000,40,80,All,General
Seva Benefit Scheme 94,Delhi,Senior Citizen,Social Welfare,Resident of Delhi; category Senior Citizen; annual income between 0 and 100000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/94,0,100000,0,35,Male,Senior Citizen
Seva Benefit Scheme 95,Bihar,General,Agriculture,Resident of Bihar; category General; annual income between 0 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/95,0,300000,0,0,Male,General
Seva Benefit Scheme 96,Tamil Nadu,SC,Health,Resident of Tamil Nadu; category SC; annual income between 0 and 500000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/96,0,500000,60,80,Female,SC
Seva Benefit Scheme 97,Gujarat,SC,Education,Resident of Gujarat; category SC; annual income between 0 and 500000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/97,0,500000,21,35,Male,SC
Seva Benefit Scheme 98,West Bengal,Minority,Rural Development,Resident of West Bengal; category Minority; annual income between 50000 and 150000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/98,50000,150000,40,45,All,Minority
Seva Benefit Scheme 99,West Bengal,Disabled,Rural Development,Resident of West Bengal; category Disabled; annual income between 150000 and 450000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/99,150000,450000,40,80,All,Disabled
Seva Benefit Scheme 100,Gujarat,Senior Citizen,Education,Resident of Gujarat; category Senior Citizen; annual income between 50000 and 550000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/100,50000,550000,18,0,Female,Senior Citizen
Seva Benefit Scheme 101,Uttar Pradesh,Women,Skill Development,Resident of Uttar Pradesh; category Women; annual income between 150000 and 450000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/101,150000,450000,40,80,Female,Women
Seva Benefit Scheme 102,Uttar Pradesh,Senior Citizen,Women & Child,Resident of Uttar Pradesh; category Senior Citizen; annual income between 0 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/102,0,300000,35,40,Female,Senior Citizen
Seva Benefit Scheme 103,Bihar,SC,Skill Development,Resident of Bihar; category SC; annual income between 100000 and 600000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/103,100000,600000,35,60,Female,SC
Seva Benefit Scheme 104,Gujarat,OBC,Education,Resident of Gujarat; category OBC; annual income between 0 and 200000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/104,0,200000,0,45,Female,OBC
Seva Benefit Scheme 105,Rajasthan,Minority,Skill Development,Resident of Rajasthan; category Minority; annual income between 50000 and 350000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/105,50000,350000,21,45,Male,Minority
Seva Benefit Scheme 106,Uttar Pradesh,General,Health,Resident of Uttar Pradesh; category General; annual income between 50000 and 250000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/106,50000,250000,60,80,Female,General
Seva Benefit Scheme 107,Maharashtra,Minority,Minority Affairs,Resident of Maharashtra; category Minority; annual income between 100000 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/107,100000,200000,0,60,Female,Minority
Seva Benefit Scheme 108,Maharashtra,Minority,Rural Development,Resident of Maharashtra; category Minority; annual income between 50000 and 150000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/108,50000,150000,0,35,Female,Minority
Seva Benefit Scheme 109,Delhi,Women,Health,Resident of Delhi; category Women; annual income between 100000 and 400000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/109,100000,400000,18,60,Female,Women
Seva Benefit Scheme 110,Gujarat,Senior Citizen,Women & Child,Resident of Gujarat; category Senior Citizen; annual income between 0 and 200000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/110,0,200000,40,60,Female,Senior Citizen
Seva Benefit Scheme 111,Andhra Pradesh,Senior Citizen,Women & Child,Resident of Andhra Pradesh; category Senior Citizen; annual income between 0 and 100000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/111,0,100000,35,60,Female,Senior Citizen
Seva Benefit Scheme 112,Maharashtra,Minority,Social Welfare,Resident of Maharashtra; category Minority; annual income between 100000 and 400000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/112,100000,400000,40,60,Female,Minority
Seva Benefit Scheme 113,Rajasthan,Women,Rural Development,Resident of Rajasthan; category Women; annual income between 0 and 300000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/113,0,300000,18,60,Female,Women
Seva Benefit Scheme 114,Uttar Pradesh,OBC,Rural Development,Resident of Uttar Pradesh; category OBC; annual income between 50000 and 550000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/114,50000,550000,0,45,All,OBC
Seva Benefit Scheme 115,West Bengal,Senior Citizen,Women & Child,Resident of West Bengal; category Senior Citizen; annual income between 50000 and 150000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/115,50000,150000,18,80,All,Senior Citizen
Seva Benefit Scheme 116,Odisha,Student,Rural Development,Resident of Odisha; category Student; annual income between 0 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/116,0,300000,21,35,Male,Student
Seva Benefit Scheme 117,Bihar,Farmer,Women & Child,Resident of Bihar; category Farmer; annual income between 50000 and 550000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/117,50000,550000,0,80,All,Farmer
Seva Benefit Scheme 118,Andhra Pradesh,OBC,Agriculture,Resident of Andhra Pradesh; category OBC; annual income between 100000 and 200000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/118,100000,200000,0,60,Female,OBC
Seva Benefit Scheme 119,Maharashtra,Minority,Health,Resident of Maharashtra; category Minority; annual income between 150000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/119,150000,350000,0,0,All,Minority
Seva Benefit Scheme 120,Andhra Pradesh,Minority,Women & Child,Resident of Andhra Pradesh; category Minority; annual income between 150000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/120,150000,250000,0,45,Female,Minority
Seva Benefit Scheme 121,Maharashtra,Farmer,Health,Resident of Maharashtra; category Farmer; annual income between 50000 and 150000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/121,50000,150000,40,0,All,Farmer
Seva Benefit Scheme 122,Gujarat,SC,Women & Child,Resident of Gujarat; category SC; annual income between 50000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/122,50000,250000,0,0,Male,SC
Seva Benefit Scheme 123,Odisha,General,Education,Resident of Odisha; category General; annual income between 150000 and 650000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/123,150000,650000,0,45,Female,General
Seva Benefit Scheme 124,Gujarat,Disabled,Agriculture,Resident of Gujarat; category Disabled; annual income between 100000 and 400000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/124,100000,400000,21,0,Female,Disabled
Seva Benefit Scheme 125,Karnataka,Senior Citizen,Social Welfare,Resident of Karnataka; category Senior Citizen; annual income between 100000 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/125,100000,300000,21,80,Female,Senior Citizen
Seva Benefit Scheme 126,Odisha,SC,Social Welfare,Resident of Odisha; category SC; annual income between 150000 and 450000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/126,150000,450000,0,35,Female,SC
Seva Benefit Scheme 127,Tamil Nadu,Women,Education,Resident of Tamil Nadu; category Women; annual income between 50000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/127,50000,350000,0,0,Female,Women
Seva Benefit Scheme 128,Bihar,Minority,Health,Resident of Bihar; category Minority; annual income between 50000 and 550000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/128,50000,550000,40,0,Female,Minority
Seva Benefit Scheme 129,Odisha,Women,Rural Development,Resident of Odisha; category Women; annual income between 100000 and 400000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/129,100000,400000,18,45,Male,Women
